,a,b,label,logit_diff
6783,great white shark,mushroom cap,True,1.125
6784,fruit bat,moose,False,-2.4375
6785,moose,fruit bat,True,2.609375
6786,ocean,inchworm,True,4.828125
6787,inchworm,ocean,False,-3.734375
6788,residential building,ant,True,1.09375
6789,ant,residential building,False,-2.78125
6790,brussel sprout,province,False,-2.1875
6791,province,brussel sprout,True,3.484375
6792,seaplane,French fry,True,2.78125
6793,French fry,seaplane,False,-1.546875
6794,microwave,garden hose,False,-0.421875
6795,garden hose,microwave,True,5.0859375
6796,fridge,Apollo lunar module,False,-0.515625
6797,Apollo lunar module,fridge,True,5.3046875
6798,great white shark,monkey,True,1.765625
6799,monkey,great white shark,False,-2.46875
6800,shelf,push pin,True,2.203125
6801,push pin,shelf,False,-1.578125
6802,Lego brick,paddock,False,-1.8125
6803,paddock,Lego brick,True,2.015625
6804,cat,grasshopper,True,2.890625
6805,grasshopper,cat,False,-1.078125
6806,hoe,sea,False,-1.578125
6807,sea,hoe,True,4.140625
6808,primate,brick,True,4.0546875
6809,brick,primate,False,-0.640625
6810,freezer,oak tree,False,-1.09375
6811,oak tree,freezer,True,4.578125
6812,coconut,chopstick,True,4.0703125
6813,chopstick,coconut,False,-2.8125
6814,castle,apartment building,True,4.7890625
6815,apartment building,castle,False,-0.765625
6816,sailboat,seahorse,True,3.015625
6817,seahorse,sailboat,False,-3.140625
6818,watermelon,dumpling,True,3.734375
6819,dumpling,watermelon,False,-0.59375
6820,meatball,toy car,True,5.875
6821,toy car,meatball,False,-0.78125
6822,booster rocket,vase,True,4.15625
6823,vase,booster rocket,False,-1.3125
6824,moose,stop sign,True,4.375
6825,stop sign,moose,False,-1.71875
6826,kitchen utensil holder,passenger jet,False,-3.390625
6827,passenger jet,kitchen utensil holder,True,3.5
6828,comet,grain of rice,True,2.890625
6829,grain of rice,comet,False,-2.171875
6830,grill,mouse lemur,True,2.5
6831,mouse lemur,grill,False,-1.125
6832,duck,pill bug,True,3.328125
6833,pill bug,duck,False,-3.5
6834,seahorse,couscous,False,-1.953125
6835,couscous,seahorse,True,2.75
6836,blade of grass,pick up truck,False,-2.15625
6837,pick up truck,blade of grass,True,1.796875
6838,quinoa,planet,False,-3.375
6839,planet,quinoa,True,0.5625
6840,angelfish,breadcrumb,True,2.1875
6841,breadcrumb,angelfish,False,-1.609375
6842,food scale,large house,False,-2.140625
6843,large house,food scale,True,2.4375
6844,cheese grater,monument,False,-2.125
6845,monument,cheese grater,True,2.28125
6846,ocean,measuring spoon,True,2.734375
6847,measuring spoon,ocean,False,-4.34375
6848,night monkey,ocean,False,-2.796875
6849,ocean,night monkey,True,2.65625
6850,staple remover,university,False,-2.203125
6851,university,staple remover,True,3.734375
6852,stadium,platypus,True,3.234375
6853,platypus,stadium,False,-3.203125
6854,passenger jet,turkey,True,3.3125
6855,turkey,passenger jet,False,-1.0
6856,pressure cooker,volcano,False,-2.375
6857,volcano,pressure cooker,True,5.15625
6858,sailboat,bicycle,True,4.53125
6859,bicycle,sailboat,False,-1.515625
6860,hippopotamus,egg yolk,True,2.140625
6861,egg yolk,hippopotamus,False,-1.875
6862,stethoscope,sunflower,False,-1.6875
6863,sunflower,stethoscope,True,2.453125
6864,zebra,mouse,True,5.140625
6865,mouse,zebra,False,-2.484375
6866,kitchen utensil holder,griddle,False,-1.546875
6867,griddle,kitchen utensil holder,True,2.15625
6868,crocodile,fish larva,True,3.4375
6869,fish larva,crocodile,False,-3.484375
6870,dust mite,state,False,-2.53125
6871,state,dust mite,True,4.4609375
6872,cell phone tower,farm,False,-1.40625
6873,farm,cell phone tower,True,3.140625
6874,banquet hall,soap dispenser,True,2.328125
6875,soap dispenser,banquet hall,False,-2.453125
6876,roller skates,grape tomato,True,2.109375
6877,grape tomato,roller skates,False,-2.453125
6878,observable universe,jellyfish,True,3.5625
6879,jellyfish,observable universe,False,-0.703125
6880,seahorse,grapes,False,-2.53125
6881,grapes,seahorse,True,3.46875
6882,rocket,fighter jet,True,5.5
6883,fighter jet,rocket,False,-1.0
6884,Grain of sand,bush,False,-2.515625
6885,bush,Grain of sand,True,2.296875
6886,opossum,zucchini,True,3.234375
6887,zucchini,opossum,False,-0.59375
6888,spaceport,fire hydrant,True,4.8203125
6889,fire hydrant,spaceport,False,-0.5
6890,planet,pat of butter,True,3.6640625
6891,pat of butter,planet,False,-2.703125
6892,saki,bee,True,4.0
6893,bee,saki,False,-0.515625
6894,moose,cupcake,True,4.640625
6895,cupcake,moose,False,-2.265625
6896,office building,shed,True,5.09375
6897,shed,office building,False,-1.203125
6898,large house,hand mixer,True,3.8984375
6899,hand mixer,large house,False,-3.34375
6900,pinhead,office building,False,-3.015625
6901,office building,pinhead,True,3.578125
6902,store,squirrel,True,3.796875
6903,squirrel,store,False,-2.625
6904,train station,cafe,True,3.734375
6905,cafe,train station,False,-0.46875
6906,palace,kitchen cart,True,3.6015625
6907,kitchen cart,palace,False,-2.875
6908,river,bus stop sign,True,3.984375
6909,bus stop sign,river,False,-1.484375
6910,flying fox,push pin,True,4.5
6911,push pin,flying fox,False,-0.796875
6912,dishwasher,cell phone tower,False,-1.828125
6913,cell phone tower,dishwasher,True,2.671875
6914,echidna,highway,False,-2.328125
6915,highway,echidna,True,3.421875
6916,goat,indri,False,-0.375
6917,indri,goat,True,5.5859375
6918,jungle,sloth,True,1.828125
6919,sloth,jungle,False,-1.890625
6920,parking structure,tarsier,True,0.625
6921,tarsier,parking structure,False,-3.390625
6922,ocean,space shuttle,True,4.0234375
6923,space shuttle,ocean,False,-0.859375
6924,candle,blueberry,False,-1.09375
6925,blueberry,candle,True,2.671875
6926,cheese grater,dam,False,-1.5
6927,dam,cheese grater,True,3.734375
6928,glacier,tractor,True,4.4609375
6929,tractor,glacier,False,-1.4375
6930,guppy,galaxy cluster,False,-3.390625
6931,galaxy cluster,guppy,True,2.96875
6932,roasting pan,passenger jet,False,-3.265625
6933,passenger jet,roasting pan,True,2.546875
6934,wall tile,hippopotamus,False,-0.609375
6935,hippopotamus,wall tile,True,3.171875
6936,meatball,fly,True,4.8984375
6937,fly,meatball,False,-0.78125
6938,needle,canyon,False,-3.734375
6939,canyon,needle,True,2.765625
6940,fly,library,False,-2.078125
6941,library,fly,True,1.953125
6942,mausoleum,county,False,-1.046875
6943,county,mausoleum,True,5.0234375
6944,kitchen utensil holder,humpback whale,False,-2.609375
6945,humpback whale,kitchen utensil holder,True,1.453125
6946,cauliflower,fruit bat,False,-0.6875
6947,fruit bat,cauliflower,True,3.265625
6948,toaster,path,False,-1.234375
6949,path,toaster,True,3.609375
6950,vampire bat,river,False,-0.9375
6951,river,vampire bat,True,2.921875
6952,truck,cabin,True,2.359375
6953,cabin,truck,False,-1.8125
6954,coop,redwood tree,False,-2.90625
6955,redwood tree,coop,True,2.375
6956,garage,skillet,True,0.8125
6957,skillet,garage,False,-3.28125
6958,spider,bacteria,True,2.203125
6959,bacteria,spider,False,-2.546875
6960,office building,meat mallet,True,2.265625
6961,meat mallet,office building,False,-2.53125
6962,crouton,hemisphere,False,-1.984375
6963,hemisphere,crouton,True,3.4375
6964,pick up truck,fountain,False,-0.265625
6965,fountain,pick up truck,True,3.53125
6966,bonobo,saucepan,True,3.046875
6967,saucepan,bonobo,False,-1.515625
6968,virus,stable,False,-2.5625
6969,stable,virus,True,3.3359375
6970,kitchen utensil holder,semi trailer,False,-3.515625
6971,semi trailer,kitchen utensil holder,True,1.546875
6972,doghouse,oil tanker,False,-2.8125
6973,oil tanker,doghouse,True,1.25
6974,crane,mouse lemur,True,4.34375
6975,mouse lemur,crane,False,-1.890625
6976,leaf,chopstick,True,3.4375
6977,chopstick,leaf,False,-0.4375
6978,parking structure,bar stool,True,2.859375
6979,bar stool,parking structure,False,-1.875
6980,ocean,red panda,True,1.21875
6981,red panda,ocean,False,-3.9375
6982,kayak,ape,False,-2.359375
6983,ape,kayak,True,3.296875
6984,scorpion,light bulb,False,-1.078125
6985,light bulb,scorpion,True,3.375
6986,sifaka,squirrel,True,4.671875
6987,squirrel,sifaka,False,-1.046875
6988,cosmic web,chicken,True,3.109375
6989,chicken,cosmic web,False,-2.5625
6990,stadium,wolverine,True,0.6875
6991,wolverine,stadium,False,-3.140625
6992,store,microscope,True,1.84375
6993,microscope,store,False,-2.96875
6994,egg yolk,turkey,False,-0.8125
6995,turkey,egg yolk,True,2.84375
6996,avocado,ocean,False,-3.859375
6997,ocean,avocado,True,4.640625
6998,glacier,caterpillar,True,4.8125
6999,caterpillar,glacier,False,-1.90625
7000,river,dumpster,True,3.828125
7001,dumpster,river,False,-2.6875
7002,star,grain of caviar,True,3.34375
7003,grain of caviar,star,False,-1.296875
7004,meat mallet,blue whale,False,-0.890625
7005,blue whale,meat mallet,True,4.6484375
7006,fig,salamander,True,2.828125
7007,salamander,fig,False,-1.9375
7008,canoe,bus station,False,-2.21875
7009,bus station,canoe,True,2.328125
7010,blue whale,swordfish,True,6.1171875
7011,swordfish,blue whale,False,-2.3125
7012,gorilla,hand mixer,True,3.15625
7013,hand mixer,gorilla,False,-0.59375
7014,observable universe,peeler,True,2.3125
7015,peeler,observable universe,False,-1.46875
7016,ocean liner,go kart,True,2.421875
7017,go kart,ocean liner,False,-3.28125
7018,aye-aye,paper clip,True,4.625
7019,paper clip,aye-aye,False,-0.03125
7020,light fixture,building,False,-3.171875
7021,building,light fixture,True,4.5546875
7022,squid,pill bug,True,3.109375
7023,pill bug,squid,False,-1.859375
7024,freezer,aircraft carrier,False,-2.78125
7025,aircraft carrier,freezer,True,1.796875
7026,Lego brick,moose,False,-2.765625
7027,moose,Lego brick,True,3.953125
7028,flag pole,dishwasher,True,4.046875
7029,dishwasher,flag pole,False,-1.015625
7030,basketball,printer,True,4.8671875
7031,printer,basketball,False,-0.421875
7032,pie dish,planet,False,-3.1875
7033,planet,pie dish,True,5.3671875
7034,skink,needle,True,3.265625
7035,needle,skink,False,-0.765625
7036,galaxy,cabbage,True,2.953125
7037,cabbage,galaxy,False,-2.28125
7038,water tower,universe,False,-3.640625
7039,universe,water tower,True,3.8515625
7040,turkey,capital building,False,-0.359375
7041,capital building,turkey,True,4.8671875
7042,shovel,container ship,False,-1.28125
7043,container ship,shovel,True,3.28125
7044,warehouse,railroad,False,-0.578125
7045,railroad,warehouse,True,5.1171875
7046,pavilion,blue whale,False,-0.734375
7047,blue whale,pavilion,True,3.171875
7048,vole,berg,False,-0.21875
7049,berg,vole,True,3.921875
7050,moose,pick up truck,True,5.015625
7051,pick up truck,moose,False,-0.5
7052,bulldozer,pencil,True,5.8828125
7053,pencil,bulldozer,False,-1.6875
7054,fly,vole,False,-0.6875
7055,vole,fly,True,3.203125
7056,fridge,warehouse,False,-2.25
7057,warehouse,fridge,True,4.625
7058,fern,beach ball,False,-0.421875
7059,beach ball,fern,True,3.875
7060,blueberry,sesame seed,True,5.921875
7061,sesame seed,blueberry,False,-1.125
7062,volleyball,fly,True,3.28125
7063,fly,volleyball,False,-3.3125
7064,squirrel,plane,False,-3.3125
7065,plane,squirrel,True,5.046875
7066,rainbow trout,sea,False,-2.265625
7067,sea,rainbow trout,True,4.171875
7068,forest,roasting pan,True,4.9375
7069,roasting pan,forest,False,-2.609375
7070,treeshrew,cow,False,-2.859375
7071,cow,treeshrew,True,2.875
7072,chipmunk,cafe,False,-2.421875
7073,cafe,chipmunk,True,1.90625
7074,measuring spoon,container ship,False,-1.75
7075,container ship,measuring spoon,True,2.703125
7076,fourplex,pinhead,True,4.7734375
7077,pinhead,fourplex,False,-0.453125
7078,fig,drone,True,4.0078125
7079,drone,fig,False,-2.015625
7080,growler,semi truck,False,-2.328125
7081,semi truck,growler,True,2.015625
7082,giant squid,shrew,True,3.75
7083,shrew,giant squid,False,-2.0625
7084,scorpion,cabinet,False,-1.140625
7085,cabinet,scorpion,True,2.6875
7086,giraffe,paddock,True,4.0625
7087,paddock,giraffe,False,-0.953125
7088,car,paper weight,True,5.5078125
7089,paper weight,car,False,-0.234375
7090,jungle,hand mixer,True,2.703125
7091,hand mixer,jungle,False,-2.484375
7092,space shuttle,ambulance,True,3.375
7093,ambulance,space shuttle,False,-0.90625
7094,housefly,watermelon,False,-2.609375
7095,watermelon,housefly,True,3.84375
7096,angelfish,seahorse,True,4.046875
7097,seahorse,angelfish,False,-0.828125
7098,orange,semi trailer,False,-0.96875
7099,semi trailer,orange,True,3.296875
7100,post office,minnow,True,3.359375
7101,minnow,post office,False,-2.34375
7102,toad,shark,False,-2.046875
7103,shark,toad,True,4.7578125
7104,plane,sedan,True,4.6015625
7105,sedan,plane,False,-3.140625
7106,butterfly,semi truck,False,-4.296875
7107,semi truck,butterfly,True,0.890625
7108,hare,neon tetra,True,0.046875
7109,neon tetra,hare,False,-3.90625
7110,theater,printer,True,3.0625
7111,printer,theater,False,-2.21875
7112,snake,mongoose lemur,False,-0.53125
7113,mongoose lemur,snake,True,3.375
7114,spaceport,flea,True,3.7109375
7115,flea,spaceport,False,-1.8125
7116,water tower,mouse,True,3.109375
7117,mouse,water tower,False,-2.140625
7118,paper weight,passenger jet,False,-1.703125
7119,passenger jet,paper weight,True,4.8359375
7120,moon,truck,True,3.203125
7121,truck,moon,False,-2.296875
7122,betta,galaxy,False,-2.96875
7123,galaxy,betta,True,1.0
7124,dump truck,toy car,True,6.921875
7125,toy car,dump truck,False,-0.65625
7126,plane,golf cart,True,3.734375
7127,golf cart,plane,False,-3.4375
7128,squid,capital building,False,-1.3125
7129,capital building,squid,True,2.921875
7130,mixing bowl,shipping container,False,-1.546875
7131,shipping container,mixing bowl,True,2.390625
7132,capuchin,toaster,True,3.265625
7133,toaster,capuchin,False,-0.609375
7134,capybara,swing set,True,3.328125
7135,swing set,capybara,False,-0.4375
7136,tugboat,newspaper,False,-0.609375
7137,newspaper,tugboat,True,3.265625
7138,lentil,rhinoceros,False,-3.3125
7139,rhinoceros,lentil,True,1.53125
7140,stadium,insectivorous bat,True,1.4375
7141,insectivorous bat,stadium,False,-2.953125
7142,duplex,playing card,True,3.546875
7143,playing card,duplex,False,-0.578125
7144,grain of rice,watermelon,False,-2.15625
7145,watermelon,grain of rice,True,4.453125
7146,pea pod,shark,False,-3.125
7147,shark,pea pod,True,1.84375
7148,beach,staple remover,True,3.671875
7149,staple remover,beach,False,-2.1875
7150,pond,star,False,-1.28125
7151,star,pond,True,5.1796875
7152,baking dish,sea,False,-1.875
7153,sea,baking dish,True,5.5234375
7154,excavator,state building,False,-1.671875
7155,state building,excavator,True,2.25
7156,ant,shelf,False,-1.625
7157,shelf,ant,True,3.421875
7158,sea urchin,blue whale,False,-4.546875
7159,blue whale,sea urchin,True,5.2265625
7160,skillet,continent,False,-3.125
7161,continent,skillet,True,4.59375
7162,stadium,toy car,True,6.0078125
7163,toy car,stadium,False,-4.03125
7164,sea snail,helicopter,False,-1.484375
7165,helicopter,sea snail,True,2.75
7166,rubber band,aye-aye,False,-0.5
7167,aye-aye,rubber band,True,4.234375
7168,guenon,peanut,True,3.5625
7169,peanut,guenon,False,-0.359375
7170,turkey,picnic table,True,2.828125
7171,picnic table,turkey,False,-1.09375
7172,farm,calculator,True,4.4453125
7173,calculator,farm,False,-1.25
7174,colugo,gorilla,False,-1.84375
7175,gorilla,colugo,True,2.21875
7176,triplex,sailboat,True,3.109375
7177,sailboat,triplex,False,-1.1875
7178,hippopotamus,brick,True,4.625
7179,brick,hippopotamus,False,-1.265625
7180,state building,dinghy,True,2.234375
7181,dinghy,state building,False,-3.765625
7182,mushroom,pill bug,True,2.4375
7183,pill bug,mushroom,False,-1.890625
7184,golf ball,gorilla,False,-1.265625
7185,gorilla,golf ball,True,3.0625
7186,toad,snail,True,3.1875
7187,snail,toad,False,-1.609375
7188,placemat,sea,False,-1.375
7189,sea,placemat,True,5.09375
7190,flying lemur,house,False,-0.984375
7191,house,flying lemur,True,4.265625
7192,boulder,photo,False,-0.078125
7193,photo,boulder,True,3.546875
7194,clinic,universe,False,-3.703125
7195,universe,clinic,True,4.640625
7196,car,gnocchi,True,1.03125
7197,gnocchi,car,False,-4.3125
7198,pen,football,False,-0.609375
7199,football,pen,True,4.40625
7200,bandage,beach,False,-2.078125
7201,beach,bandage,True,2.296875
7202,windmill,lawn mower,True,5.03125
7203,lawn mower,windmill,False,-0.53125
7204,gorilla,shed,True,4.109375
7205,shed,gorilla,False,-1.296875
7206,clock,chopstick,True,4.8515625
7207,chopstick,clock,False,-0.546875
7208,seaplane,toaster,True,5.3046875
7209,toaster,seaplane,False,-1.53125
7210,bar stool,stadium,False,-2.859375
7211,stadium,bar stool,True,4.2421875
7212,football stadium,redwood tree,False,-0.46875
7213,redwood tree,football stadium,True,3.296875
7214,macaque,minnow,True,3.8125
7215,minnow,macaque,False,-3.125
7216,shovel,neon tetra,True,0.578125
7217,neon tetra,shovel,False,-3.9375
7218,doctor's office,tuk tuk,True,2.71875
7219,tuk tuk,doctor's office,False,-0.984375
7220,hill,trash can,True,4.640625
7221,trash can,hill,False,-0.375
7222,pea pod,helicopter,False,-2.828125
7223,helicopter,pea pod,True,2.28125
7224,jumbo jet,bicycle,True,4.484375
7225,bicycle,jumbo jet,False,-2.578125
7226,housefly,space station,False,-3.171875
7227,space station,housefly,True,1.9375
7228,marble,flying fox,False,-0.890625
7229,flying fox,marble,True,3.453125
7230,tadpole,hangar,False,-2.609375
7231,hangar,tadpole,True,2.15625
7232,chopstick,hippopotamus,False,-2.21875
7233,hippopotamus,chopstick,True,2.59375
7234,paper clip,grill,False,-0.765625
7235,grill,paper clip,True,5.4453125
7236,lawn mower,tree,False,-0.90625
7237,tree,lawn mower,True,4.15625
7238,crouton,porcupine,False,-0.84375
7239,porcupine,crouton,True,3.0
7240,snake,langur,False,-1.015625
7241,langur,snake,True,4.0
7242,caterpillar,tamarin,False,-0.875
7243,tamarin,caterpillar,True,3.140625
7244,starfish,continent,False,-3.625
7245,continent,starfish,True,3.359375
7246,flea,stable,False,-1.609375
7247,stable,flea,True,5.0703125
7248,zucchini,sea,False,-2.25
7249,sea,zucchini,True,5.4296875
7250,pantry,rubber band,True,2.3125
7251,rubber band,pantry,False,-1.9375
7252,library,coop,True,3.7890625
7253,coop,library,False,-0.28125
7254,sea,synagogue,True,4.6796875
7255,synagogue,sea,False,-2.828125
7256,slug,coral,False,-1.203125
7257,coral,slug,True,3.078125
7258,capybara,cupcake,True,5.3125
7259,cupcake,capybara,False,-0.15625
7260,stapler,windmill,False,-0.5625
7261,windmill,stapler,True,5.84375
7262,sushi roll,galaxy cluster,False,-2.484375
7263,galaxy cluster,sushi roll,True,2.15625
7264,pier,pangolin,True,2.859375
7265,pangolin,pier,False,-1.8125
7266,chimpanzee,birdhouse,True,1.75
7267,birdhouse,chimpanzee,False,-2.03125
7268,river,flea,True,5.8515625
7269,flea,river,False,-3.65625
7270,laptop,bridge,False,-0.734375
7271,bridge,laptop,True,3.875
7272,planet,button,True,4.421875
7273,button,planet,False,-2.890625
7274,rhinoceros,baby carrot,True,1.578125
7275,baby carrot,rhinoceros,False,-3.09375
7276,bench,aye-aye,False,-0.5
7277,aye-aye,bench,True,4.109375
7278,pencil,gibbon,False,-1.78125
7279,gibbon,pencil,True,3.6875
7280,hangar,zucchini,True,3.09375
7281,zucchini,hangar,False,-0.640625
7282,universe,forest,True,3.453125
7283,forest,universe,False,-1.859375
7284,building,bar stool,True,4.2578125
7285,bar stool,building,False,-3.328125
7286,post office,chicken nugget,True,3.125
7287,chicken nugget,post office,False,-0.515625
7288,human head,cliff,False,-0.421875
7289,cliff,human head,True,4.265625
7290,kernel of corn,beach,False,-1.578125
7291,beach,kernel of corn,True,2.28125
7292,cafe,highway,False,-1.3125
7293,highway,cafe,True,3.03125
7294,stamp,tarsier,True,1.15625
7295,tarsier,stamp,False,-2.59375
7296,extension cord,space station,False,-1.90625
7297,space station,extension cord,True,1.828125
7298,baboon,sea slug,True,3.109375
7299,sea slug,baboon,False,-4.21875
7300,bowling ball,jungle,False,-2.171875
7301,jungle,bowling ball,True,3.5
7302,kitchen utensil holder,apartment building,False,-2.65625
7303,apartment building,kitchen utensil holder,True,2.59375
7304,stapler,palace,False,-1.65625
7305,palace,stapler,True,4.75
7306,frog,power pole,False,-1.71875
7307,power pole,frog,True,1.90625
7308,slug,sea,False,-1.59375
7309,sea,slug,True,4.3671875
7310,soap dispenser,langur,False,-1.9375
7311,langur,soap dispenser,True,2.96875
7312,clam,tortoise,False,-2.109375
7313,tortoise,clam,True,2.6875
7314,pressure cooker,temple,False,-1.453125
7315,temple,pressure cooker,True,2.609375
7316,push pin,harvester,False,-0.734375
7317,harvester,push pin,True,3.515625
7318,cosmic microwave background radiation,aardvark,True,1.34375
7319,aardvark,cosmic microwave background radiation,False,-2.3125
7320,ATV,photo,False,-1.71875
7321,photo,ATV,True,3.359375
7322,bridge,toad,True,3.65625
7323,toad,bridge,False,-0.15625
7324,memorial,sea cucumber,True,1.890625
7325,sea cucumber,memorial,False,-2.453125
7326,colobus,toaster,True,4.4765625
7327,toaster,colobus,False,-1.40625
7328,ravioli,worm,True,2.5625
7329,worm,ravioli,False,-1.40625
7330,soybean,inchworm,True,1.78125
7331,inchworm,soybean,False,-2.234375
7332,highlighter,observable universe,False,-2.109375
7333,observable universe,highlighter,True,1.671875
7334,neon tetra,gorilla,False,-5.0
7335,gorilla,neon tetra,True,2.5625
7336,gerbil,newt,False,-0.6875
7337,newt,gerbil,True,3.234375
7338,dock,microwave,True,4.6640625
7339,microwave,dock,False,-1.71875
7340,humpback whale,sty,True,3.375
7341,sty,humpback whale,False,-1.515625
7342,sunflower,fern,True,4.28125
7343,fern,sunflower,False,-2.578125
7344,toy car,monument,False,-1.984375
7345,monument,toy car,True,5.9921875
7346,semi trailer,tortoise,True,2.5
7347,tortoise,semi trailer,False,-3.0625
7348,Lego brick,bus,False,-1.90625
7349,bus,Lego brick,True,3.890625
7350,eraser,uakari,False,-0.28125
7351,uakari,eraser,True,3.59375
7352,bacteria,scallop,False,-3.203125
7353,scallop,bacteria,True,1.15625
7354,planet,dock,True,1.890625
7355,dock,planet,False,-3.703125
7356,minnow,football,False,-3.359375
7357,football,minnow,True,3.421875
7358,pea,orange segment,False,-1.84375
7359,orange segment,pea,True,5.203125
7360,building,kitchen utensil holder,True,3.390625
7361,kitchen utensil holder,building,False,-3.546875
7362,plane,courthouse,True,4.125
7363,courthouse,plane,False,-1.546875
7364,meatball,minnow,True,3.75
7365,minnow,meatball,False,-2.046875
7366,canyon,marble,True,0.78125
7367,marble,canyon,False,-3.15625
7368,market,car,True,4.203125
7369,car,market,False,-0.65625
7370,apartment building,mailbox,True,2.53125
7371,mailbox,apartment building,False,-2.984375
7372,comet,cake pan,True,4.3359375
7373,cake pan,comet,False,-0.796875
7374,baking dish,city hall,False,-1.703125
7375,city hall,baking dish,True,2.796875
7376,asteroid,light fixture,True,4.3671875
7377,light fixture,asteroid,False,-1.109375
7378,envelope,macaque,False,-0.25
7379,macaque,envelope,True,3.5859375
7380,brussel sprout,tamarin,False,-1.859375
7381,tamarin,brussel sprout,True,2.828125
7382,pig,galaxy,False,-2.671875
7383,galaxy,pig,True,3.59375
7384,humans,needle,True,2.609375
7385,needle,humans,False,-3.046875
7386,cow,meatball,True,3.875
7387,meatball,cow,False,-3.859375
7388,cafe,saucepan,True,2.59375
7389,saucepan,cafe,False,-1.546875
7390,donkey,football stadium,False,-3.984375
7391,football stadium,donkey,True,3.09375
7392,rubber band,semi truck,False,-2.78125
7393,semi truck,rubber band,True,4.015625
7394,pick up truck,galaxy cluster,False,-2.984375
7395,galaxy cluster,pick up truck,True,2.09375
7396,ocean,satellite dish,True,3.59375
7397,satellite dish,ocean,False,-3.953125
7398,soap dispenser,food processor,False,-0.4375
7399,food processor,soap dispenser,True,3.828125
7400,stethoscope,Apollo lunar module,False,-1.71875
7401,Apollo lunar module,stethoscope,True,3.078125
7402,millipede,leaf,False,-1.328125
7403,leaf,millipede,True,2.828125
7404,fly,starfish,False,-2.1875
7405,starfish,fly,True,2.328125
7406,sea,fork,True,4.546875
7407,fork,sea,False,-1.359375
7408,kitchen utensil holder,train station,False,-2.875
7409,train station,kitchen utensil holder,True,3.953125
7410,mink,flea,True,4.6015625
7411,flea,mink,False,-1.984375
7412,dam,parade float,True,5.046875
7413,parade float,dam,False,-1.4375
7414,dog,peppercorn,True,1.859375
7415,peppercorn,dog,False,-3.375
7416,toaster,saki,False,-0.21875
7417,saki,toaster,True,4.0078125
7418,camper,slug,True,3.015625
7419,slug,camper,False,-1.171875
7420,aircraft carrier,scorpion,True,1.296875
7421,scorpion,aircraft carrier,False,-3.75
7422,volleyball,tortilla chip,True,3.453125
7423,tortilla chip,volleyball,False,-0.265625
7424,turkey,sea urchin,True,2.796875
7425,sea urchin,turkey,False,-1.59375
7426,spoon,wok,False,-0.796875
7427,wok,spoon,True,4.71875
7428,volcano,eraser,True,3.4375
7429,eraser,volcano,False,-1.09375
7430,meat mallet,minnow,True,2.546875
7431,minnow,meat mallet,False,-1.8125
7432,seaplane,parking meter,True,2.78125
7433,parking meter,seaplane,False,-1.984375
7434,office building,vase,True,3.3125
7435,vase,office building,False,-2.234375
7436,golf cart,ant,True,2.671875
7437,ant,golf cart,False,-2.71875
7438,coconut,giraffe,False,-0.890625
7439,giraffe,coconut,True,3.921875
7440,comet,butterfly,True,3.828125
7441,butterfly,comet,False,-1.71875
7442,inchworm,hare,False,-2.03125
7443,hare,inchworm,True,3.15625
7444,pat of butter,galaxy,False,-2.09375
7445,galaxy,pat of butter,True,3.484375
7446,chameleon,giant squid,False,-1.140625
7447,giant squid,chameleon,True,2.96875
7448,centipede,theater,False,-2.4375
7449,theater,centipede,True,2.03125
7450,scorpion,parking structure,False,-1.90625
7451,parking structure,scorpion,True,1.875
7452,volleyball,photo,False,-0.828125
7453,photo,volleyball,True,3.09375
7454,grain bin,moose,False,-1.46875
7455,moose,grain bin,True,3.34375
7456,biplane,blue whale,False,-0.625
7457,blue whale,biplane,True,3.203125
7458,spoon,volcano,False,-2.234375
7459,volcano,spoon,True,4.53125
7460,paper weight,large house,False,-0.828125
7461,large house,paper weight,True,4.125
7462,shark,platypus,True,4.703125
7463,platypus,shark,False,-2.5625
7464,bonobo,log,True,2.8125
7465,log,bonobo,False,-0.8125
7466,weasel,opossum,False,-1.03125
7467,opossum,weasel,True,3.5625
7468,barn,universe,False,-2.953125
7469,universe,barn,True,4.7890625
7470,office building,stethoscope,True,0.921875
7471,stethoscope,office building,False,-2.765625
7472,pangolin,bridge,False,-0.609375
7473,bridge,pangolin,True,3.984375
7474,house,duck,True,4.140625
7475,duck,house,False,-0.859375
7476,fly,brown lemur,False,-1.0
7477,brown lemur,fly,True,3.75
7478,push pin,crocodile,False,-2.671875
7479,crocodile,push pin,True,3.15625
7480,dust mite,cell phone tower,False,-4.15625
7481,cell phone tower,dust mite,True,2.6875
7482,pika,mouse,True,3.421875
7483,mouse,pika,False,-0.53125
7484,dumpster,moth,True,1.6875
7485,moth,dumpster,False,-2.90625
7486,football stadium,grasshopper,True,1.875
7487,grasshopper,football stadium,False,-3.15625
7488,seahorse,burner,False,-1.421875
7489,burner,seahorse,True,2.984375
7490,hall,university,False,-1.359375
7491,university,hall,True,3.3125
7492,town,soccer ball,True,3.6484375
7493,soccer ball,town,False,-2.296875
7494,skis,rake,True,3.125
7495,rake,skis,False,-0.546875
7496,soap dispenser,kitchen cart,False,-1.671875
7497,kitchen cart,soap dispenser,True,2.1875
7498,umbrella,rhino,False,-2.03125
7499,rhino,umbrella,True,1.90625
7500,cookies,bacteria,True,2.359375
7501,bacteria,cookies,False,-3.09375
7502,dwarf planet,restaurant,False,-2.375
7503,restaurant,dwarf planet,True,2.296875
7504,dust mite,apple,False,-3.96875
7505,apple,dust mite,True,5.7421875
