,a,b,label,logit_diff
13379,supercluster,rocket,True,2.75
13380,galaxy,kitchen island,True,4.65625
13381,kitchen island,galaxy,False,-2.84375
13382,skis,doghouse,True,2.796875
13383,doghouse,skis,False,-1.375
13384,pier,pen,True,3.9453125
13385,pen,pier,False,-0.796875
13386,rowboat,storefront,False,-1.875
13387,storefront,rowboat,True,2.328125
13388,cabin,staple remover,True,2.34375
13389,staple remover,cabin,False,-2.125
13390,slug,iguana,False,-1.515625
13391,iguana,slug,True,3.75
13392,phone,weasel,True,2.84375
13393,weasel,phone,False,-1.734375
13394,muskrat,sailboat,False,-3.5625
13395,sailboat,muskrat,True,1.4375
13396,bus,snake,True,4.609375
13397,snake,bus,False,-1.796875
13398,passenger jet,pinhead,True,3.09375
13399,pinhead,passenger jet,False,-3.328125
13400,measuring cups,school,False,-1.578125
13401,school,measuring cups,True,4.015625
13402,large house,football stadium,False,-0.03125
13403,football stadium,large house,True,5.3984375
13404,sea cucumber,yacht,False,-1.75
13405,yacht,sea cucumber,True,3.0
13406,rhinoceros,sea,False,-1.90625
13407,sea,rhinoceros,True,3.8515625
13408,sea slug,snowboard,False,-1.578125
13409,snowboard,sea slug,True,2.3125
13410,pond,brick,True,3.28125
13411,brick,pond,False,-1.328125
13412,cat,indri,False,-1.734375
13413,indri,cat,True,5.3984375
13414,primate,gazebo,True,2.265625
13415,gazebo,primate,False,-1.40625
13416,shovel,province,False,-1.875
13417,province,shovel,True,3.828125
13418,mall,skewer,True,2.296875
13419,skewer,mall,False,-1.5
13420,beach ball,butterfly,True,3.09375
13421,butterfly,beach ball,False,-2.109375
13422,indri,marble,True,3.375
13423,marble,indri,False,-0.703125
13424,comet,jumbo jet,True,3.671875
13425,jumbo jet,comet,False,-1.578125
13426,forest,cheese grater,True,2.9375
13427,cheese grater,forest,False,-3.015625
13428,mink,chicken nugget,True,3.296875
13429,chicken nugget,mink,False,-0.390625
13430,broccoli,river,False,-1.875
13431,river,broccoli,True,2.171875
13432,stable,microscope,True,2.28125
13433,microscope,stable,False,-3.015625
13434,crayon,flower,False,-1.25
13435,flower,crayon,True,4.953125
13436,doctor's office,parking structure,False,-0.78125
13437,parking structure,doctor's office,True,3.390625
13438,sailboat,golf ball,True,1.65625
13439,golf ball,sailboat,False,-2.3125
13440,pencil,dumpster,False,-2.078125
13441,dumpster,pencil,True,5.25
13442,breadcrumb,grapes,False,-1.25
13443,grapes,breadcrumb,True,4.453125
13444,plane,casserole dish,True,5.078125
13445,casserole dish,plane,False,-1.796875
13446,castle,bacteria,True,0.9375
13447,bacteria,castle,False,-3.640625
13448,microscope,sailboat,False,-3.84375
13449,sailboat,microscope,True,0.640625
13450,dust mite,temple,False,-2.578125
13451,temple,dust mite,True,3.3125
13452,night monkey,tractor,False,-2.453125
13453,tractor,night monkey,True,1.859375
13454,orange segment,tree,False,-0.1875
13455,tree,orange segment,True,3.5859375
13456,ATV,killer whale,False,-0.65625
13457,killer whale,ATV,True,3.34375
13458,stove,ocean,False,-3.703125
13459,ocean,stove,True,5.7734375
13460,RV,guinea pig,True,2.984375
13461,guinea pig,RV,False,-3.28125
13462,coconut,tortilla chip,True,3.078125
13463,tortilla chip,coconut,False,-0.984375
13464,rice,brussel sprout,True,4.75
13465,brussel sprout,rice,False,-1.09375
13466,creek,corn,False,-0.84375
13467,corn,creek,True,3.109375
13468,potato chip,ape,False,-2.515625
13469,ape,potato chip,True,3.765625
13470,mongoose lemur,dwarf lemur,True,4.71875
13471,dwarf lemur,mongoose lemur,False,-0.84375
13472,pizza cutter,cow,False,-2.046875
13473,cow,pizza cutter,True,4.6171875
13474,bowling ball,photo,False,-0.125
13475,photo,bowling ball,True,3.59375
13476,insectivorous bat,langur,False,-2.296875
13477,langur,insectivorous bat,True,3.421875
13478,hemisphere,bandage,True,2.28125
13479,bandage,hemisphere,False,-1.671875
13480,galaxy cluster,courthouse,True,4.046875
13481,courthouse,galaxy cluster,False,-2.75
13482,pygmy mouse lemur,coati,False,-2.78125
13483,coati,pygmy mouse lemur,True,1.453125
13484,chapel,indri,False,-1.796875
13485,indri,chapel,True,2.203125
13486,paper weight,tower,False,-0.203125
13487,tower,paper weight,True,4.8671875
13488,Apollo lunar module,paper weight,True,5.171875
13489,paper weight,Apollo lunar module,False,-0.515625
13490,storefront,palace,False,-0.734375
13491,palace,storefront,True,4.9765625
13492,pinhead,gibbon,False,-2.140625
13493,gibbon,pinhead,True,2.71875
13494,toaster oven,giraffe,False,-0.90625
13495,giraffe,toaster oven,True,5.140625
13496,crockpot,galaxy cluster,False,-2.15625
13497,galaxy cluster,crockpot,True,4.40625
13498,ambulance,snake,True,3.875
13499,snake,ambulance,False,-0.65625
13500,parade float,stream,False,-1.15625
13501,stream,parade float,True,4.125
13502,house,cauliflower,True,3.609375
13503,cauliflower,house,False,-3.53125
13504,bead,deer,False,-1.984375
13505,deer,bead,True,2.578125
13506,continent,building,True,3.15625
13507,building,continent,False,-3.109375
13508,forest,rolling pin,True,3.84375
13509,rolling pin,forest,False,-3.390625
13510,dog,bacteria,True,3.328125
13511,bacteria,dog,False,-4.4375
13512,highway,porcupine,True,3.671875
13513,porcupine,highway,False,-3.125
13514,redwood tree,surge protector,True,0.640625
13515,surge protector,redwood tree,False,-3.859375
13516,lawn mower,staple remover,True,4.828125
13517,staple remover,lawn mower,False,-0.5
13518,swordfish,catfish,True,5.7421875
13519,catfish,swordfish,False,-1.78125
13520,koala,pinhead,True,1.625
13521,pinhead,koala,False,-2.203125
13522,hangar,badger,True,2.3125
13523,badger,hangar,False,-1.59375
13524,dune,goat,True,4.015625
13525,goat,dune,False,-0.53125
13526,flower,brussel sprout,True,5.203125
13527,brussel sprout,flower,False,-1.65625
13528,leaf,virus,True,3.578125
13529,virus,leaf,False,-2.765625
13530,large house,mouse lemur,True,2.828125
13531,mouse lemur,large house,False,-1.609375
13532,swordfish,salamander,True,3.1875
13533,salamander,swordfish,False,-2.1875
13534,store,gazebo,True,5.28125
13535,gazebo,store,False,-1.203125
13536,raccoon,baboon,False,-0.5625
13537,baboon,raccoon,True,6.171875
13538,measuring cups,flea,True,1.828125
13539,flea,measuring cups,False,-2.375
13540,town,blender,True,2.578125
13541,blender,town,False,-2.890625
13542,muffin tin,moose,False,-0.546875
13543,moose,muffin tin,True,4.3203125
13544,peanut,sailboat,False,-3.265625
13545,sailboat,peanut,True,2.546875
13546,freezer,humans,False,-1.046875
13547,humans,freezer,True,3.28125
13548,toolshed,langur,False,-2.21875
13549,langur,toolshed,True,1.828125
13550,trash can,cosmic web,False,-2.21875
13551,cosmic web,trash can,True,3.265625
13552,excavator,kitchen chair,True,1.734375
13553,kitchen chair,excavator,False,-2.0625
13554,humans,scooter,True,4.15625
13555,scooter,humans,False,-2.375
13556,cosmic web,excavator,True,3.625
13557,excavator,cosmic web,False,-2.828125
13558,synagogue,parliament,False,-0.515625
13559,parliament,synagogue,True,3.25
13560,worm,volleyball,False,-3.453125
13561,volleyball,worm,True,2.671875
13562,cafe,tortoise,True,2.703125
13563,tortoise,cafe,False,-1.296875
13564,moth,skis,False,-1.9375
13565,skis,moth,True,3.6640625
13566,shark,bandicoot,True,1.625
13567,bandicoot,shark,False,-2.6875
13568,beach ball,football stadium,False,-1.5625
13569,football stadium,beach ball,True,3.484375
13570,lamppost,island,False,-2.40625
13571,island,lamppost,True,2.4375
13572,rice cooker,flag pole,False,-1.078125
13573,flag pole,rice cooker,True,5.6015625
13574,flea,cupboard,False,-2.109375
13575,cupboard,flea,True,1.578125
13576,push pin,hippo,False,-2.1875
13577,hippo,push pin,True,3.296875
13578,moth,berg,False,-0.265625
13579,berg,moth,True,4.53125
13580,ape,axolotl,True,4.109375
13581,axolotl,ape,False,-2.796875
13582,cauliflower,comet,False,-0.5625
13583,comet,cauliflower,True,3.59375
13584,theater,eraser,True,2.53125
13585,eraser,theater,False,-2.0625
13586,redwood tree,housefly,True,2.921875
13587,housefly,redwood tree,False,-4.0625
13588,jet ski,seaplane,False,-1.96875
13589,seaplane,jet ski,True,2.234375
13590,cat,salmon,False,-1.171875
13591,salmon,cat,True,4.046875
13592,pantry,planet,False,-3.25
13593,planet,pantry,True,3.09375
13594,armadillo,highway,False,-3.0625
13595,highway,armadillo,True,3.234375
13596,county,avocado,True,3.21875
13597,avocado,county,False,-1.078125
13598,fire hydrant,kitchen utensil holder,True,3.953125
13599,kitchen utensil holder,fire hydrant,False,-0.34375
13600,bus,surge protector,True,1.9375
13601,surge protector,bus,False,-3.0625
13602,water tower,moose,False,-1.09375
13603,moose,water tower,True,3.7734375
13604,monkey,snail,True,3.40625
13605,snail,monkey,False,-4.234375
13606,stand mixer,redwood tree,False,-3.46875
13607,redwood tree,stand mixer,True,3.859375
13608,county,rock,True,4.46875
13609,rock,county,False,-0.046875
13610,restaurant,soap dispenser,True,4.0546875
13611,soap dispenser,restaurant,False,-2.046875
13612,marmoset,quoll,False,-1.203125
13613,quoll,marmoset,True,3.859375
13614,lamppost,monument,False,-0.453125
13615,monument,lamppost,True,3.90625
13616,ape,lawn mower,True,3.265625
13617,lawn mower,ape,False,-0.953125
13618,humpback whale,chimpanzee,True,4.0859375
13619,chimpanzee,humpback whale,False,-1.484375
13620,crane,metropolis,False,-0.9375
13621,metropolis,crane,True,3.65625
13622,moose,push pin,True,3.640625
13623,push pin,moose,False,-2.46875
13624,redwood tree,sedan,True,4.6796875
13625,sedan,redwood tree,False,-3.3125
13626,lentil,star,False,-2.421875
13627,star,lentil,True,4.296875
13628,placemat,kangaroo,False,-1.453125
13629,kangaroo,placemat,True,2.28125
13630,mouse,chicken,False,-1.203125
13631,chicken,mouse,True,5.7265625
13632,chipmunk,squirrel monkey,False,-1.875
13633,squirrel monkey,chipmunk,True,4.2109375
13634,rubber band,kennel,False,-0.125
13635,kennel,rubber band,True,3.6015625
13636,pinhead,grill,False,-0.9375
13637,grill,pinhead,True,3.296875
13638,baboon,go kart,True,2.3125
13639,go kart,baboon,False,-2.671875
13640,container ship,slow cooker,True,4.1796875
13641,slow cooker,container ship,False,-2.140625
13642,candle,semi truck,False,-3.6875
13643,semi truck,candle,True,1.78125
13644,railroad,mouse,True,4.25
13645,mouse,railroad,False,-2.375
13646,rocket,laptop,True,4.8984375
13647,laptop,rocket,False,-1.484375
13648,chili pepper,redwood tree,False,-2.375
13649,redwood tree,chili pepper,True,2.015625
13650,beach,grain of sand,True,1.75
13651,grain of sand,beach,False,-3.390625
13652,pea pod,railroad,False,-1.609375
13653,railroad,pea pod,True,4.046875
13654,humpback whale,goat,True,5.25
13655,goat,humpback whale,False,-1.5625
13656,small house,tundra,False,-0.65625
13657,tundra,small house,True,4.75
13658,coin,virus,True,2.90625
13659,virus,coin,False,-0.921875
13660,inchworm,capital building,False,-1.46875
13661,capital building,inchworm,True,3.125
13662,planet,castle,True,4.421875
13663,castle,planet,False,-3.390625
13664,ocean,doll,True,4.7109375
13665,doll,ocean,False,-3.75
13666,deer,dishwasher,True,3.3125
13667,dishwasher,deer,False,-2.0
13668,tractor,drone,True,4.4296875
13669,drone,tractor,False,-2.640625
13670,beetle,store,False,-2.40625
13671,store,beetle,True,3.375
13672,sea slug,car,False,-1.984375
13673,car,sea slug,True,4.0703125
13674,excavator,sea,False,-2.953125
13675,sea,excavator,True,4.2734375
13676,universe,cement mixer,True,2.875
13677,cement mixer,universe,False,-3.703125
13678,fire truck,guinea pig,True,3.15625
13679,guinea pig,fire truck,False,-3.234375
13680,cabinet,flag pole,False,-0.15625
13681,flag pole,cabinet,True,4.109375
13682,tablet,snail,True,3.34375
13683,snail,tablet,False,-1.96875
13684,meteor,leaf,True,4.9296875
13685,leaf,meteor,False,-0.09375
13686,peanut,universe,False,-2.671875
13687,universe,peanut,True,4.7265625
13688,pineapple,canyon,False,-0.78125
13689,canyon,pineapple,True,3.59375
13690,chicken nugget,great white shark,False,-2.671875
13691,great white shark,chicken nugget,True,3.4921875
13692,tadpole,numbat,False,-1.609375
13693,numbat,tadpole,True,2.9375
13694,farm,hoe,True,2.4375
13695,hoe,farm,False,-2.765625
13696,staple remover,statue,False,0.0
13697,statue,staple remover,True,4.921875
13698,hemisphere,potato,True,2.71875
13699,potato,hemisphere,False,-1.453125
13700,cement mixer,tadpole,True,2.21875
13701,tadpole,cement mixer,False,-1.984375
13702,tadpole,vase,False,-1.90625
13703,vase,tadpole,True,1.71875
13704,range,shovel,True,3.921875
13705,shovel,range,False,-0.296875
13706,centipede,macaque,False,-0.765625
13707,macaque,centipede,True,3.96875
13708,pencil,paddock,False,-0.8125
13709,paddock,pencil,True,5.3125
13710,tugboat,pier,False,-1.234375
13711,pier,tugboat,True,4.4765625
13712,rock,beach,False,-0.265625
13713,beach,rock,True,4.5078125
13714,skateboard,plane,False,-1.171875
13715,plane,skateboard,True,4.015625
13716,lobster,muffin tin,True,3.8125
13717,muffin tin,lobster,False,-1.765625
13718,crocodile,housefly,True,5.171875
13719,housefly,crocodile,False,-3.953125
13720,factory,province,False,-1.203125
13721,province,factory,True,3.390625
13722,photo,sailboat,True,3.375
13723,sailboat,photo,False,-2.484375
13724,salmon,pizza slice,True,2.921875
13725,pizza slice,salmon,False,-0.859375
13726,quoll,caterpillar,True,2.3125
13727,caterpillar,quoll,False,-1.375
13728,tortoise,mushroom,True,3.4375
13729,mushroom,tortoise,False,-1.78125
13730,drone,apple,False,-0.703125
13731,apple,drone,True,3.515625
13732,rhino,tamarin,True,2.1875
13733,tamarin,rhino,False,-3.890625
13734,multicellular organism,rice cooker,True,5.6484375
13735,rice cooker,multicellular organism,False,-0.28125
13736,umbrella,town,False,-1.28125
13737,town,umbrella,True,3.953125
13738,skillet,watermelon,False,-0.265625
13739,watermelon,skillet,True,3.40625
13740,dust mite,spoon,False,-2.28125
13741,spoon,dust mite,True,2.96875
13742,church,trash can,True,3.15625
13743,trash can,church,False,-1.21875
13744,ape,chicken nugget,True,5.484375
13745,chicken nugget,ape,False,-2.421875
13746,saki,beetle,True,4.15625
13747,beetle,saki,False,-0.171875
13748,bushbaby,paper clip,True,3.078125
13749,paper clip,bushbaby,False,-1.390625
13750,tater tot,dust mite,True,3.625
13751,dust mite,tater tot,False,-0.984375
13752,galaxy,flag pole,True,3.671875
13753,flag pole,galaxy,False,-2.03125
13754,paper clip,clothesline,False,0.0
13755,clothesline,paper clip,True,5.71875
13756,brick,macaque,False,-0.109375
13757,macaque,brick,True,4.2421875
13758,blender,ping pong ball,True,2.4375
13759,ping pong ball,blender,False,-1.546875
13760,humpback whale,blender,True,3.234375
13761,blender,humpback whale,False,-1.65625
13762,giraffe,speedboat,True,4.671875
13763,speedboat,giraffe,False,-0.40625
13764,lamppost,eraser,True,1.1875
13765,eraser,lamppost,False,-2.46875
13766,tractor,smart car,True,4.015625
13767,smart car,tractor,False,-2.328125
13768,dust mite,tree,False,-4.8125
13769,tree,dust mite,True,5.609375
13770,flying fox,saucepan,True,3.6875
13771,saucepan,flying fox,False,-0.859375
13772,treeshrew,dust mite,True,2.734375
13773,dust mite,treeshrew,False,-2.453125
13774,chipmunk,lobster,False,-0.90625
13775,lobster,chipmunk,True,4.265625
13776,gulf,fork,True,3.8984375
13777,fork,gulf,False,-0.125
13778,wheat,corkscrew,True,2.6875
13779,corkscrew,wheat,False,-1.46875
13780,pill bug,pumpkin,False,-2.546875
13781,pumpkin,pill bug,True,4.2734375
13782,lemur,neighborhood,False,-2.921875
13783,neighborhood,lemur,True,1.046875
13784,helicopter,aircraft carrier,False,-1.71875
13785,aircraft carrier,helicopter,True,2.796875
13786,stapler,ice breaker,False,-0.875
13787,ice breaker,stapler,True,3.71875
13788,chicken,bacteria,True,3.265625
13789,bacteria,chicken,False,-4.0
13790,church,roasting pan,True,2.84375
13791,roasting pan,church,False,-2.0625
13792,farm,canoe,True,2.921875
13793,canoe,farm,False,-3.296875
13794,trout,goldfish,True,4.2578125
13795,goldfish,trout,False,-3.46875
13796,billboard,province,False,-2.703125
13797,province,billboard,True,1.15625
13798,measuring spoon,pick up truck,False,-2.203125
13799,pick up truck,measuring spoon,True,1.484375
13800,moose,stapler,True,4.625
13801,stapler,moose,False,-2.328125
13802,grasshopper,helicopter,False,-0.03125
13803,helicopter,grasshopper,True,3.71875
13804,elephant,cat,True,6.8984375
13805,cat,elephant,False,-3.609375
13806,sponge,sea,False,-1.8125
13807,sea,sponge,True,3.109375
13808,restaurant,flea,True,1.59375
13809,flea,restaurant,False,-2.296875
13810,toaster,condominium,False,-3.28125
13811,condominium,toaster,True,1.921875
13812,hangar,kitchen cart,True,3.046875
13813,kitchen cart,hangar,False,-1.890625
13814,mixing bowl,monument,False,-0.859375
13815,monument,mixing bowl,True,3.4375
13816,fruit bat,whale,False,-1.90625
13817,whale,fruit bat,True,3.84375
13818,French fry,proboscis monkey,False,-1.65625
13819,proboscis monkey,French fry,True,2.84375
13820,roasting pan,hemisphere,False,-0.75
13821,hemisphere,roasting pan,True,3.234375
13822,canoe,hemisphere,False,-2.84375
13823,hemisphere,canoe,True,2.3125
13824,killer whale,booster rocket,False,-0.421875
13825,booster rocket,killer whale,True,3.78125
13826,sea snail,highway,False,-1.71875
13827,highway,sea snail,True,3.71875
13828,saki,rhinoceros,False,-1.234375
13829,rhinoceros,saki,True,2.484375
13830,sedan,space shuttle,False,-2.3125
13831,space shuttle,sedan,True,4.28125
13832,shipping container,limpet,True,0.328125
13833,limpet,shipping container,False,-3.921875
13834,supercluster,crayon,True,3.046875
13835,crayon,supercluster,False,-1.703125
13836,crockpot,stadium,False,-3.390625
13837,stadium,crockpot,True,1.90625
13838,picnic table,container ship,False,-2.59375
13839,container ship,picnic table,True,3.671875
13840,humpback whale,paper weight,True,4.8828125
13841,paper weight,humpback whale,False,-1.546875
13842,Lego brick,proboscis monkey,False,-2.046875
13843,proboscis monkey,Lego brick,True,2.5625
13844,gulf,raccoon,True,3.0625
13845,raccoon,gulf,False,-1.515625
13846,sheep,state,False,-1.328125
13847,state,sheep,True,4.6875
13848,millipede,meteor,False,-2.140625
13849,meteor,millipede,True,4.84375
13850,parking lot,hangar,False,-0.8125
13851,hangar,parking lot,True,3.5
13852,monument,lawn mower,True,2.65625
13853,lawn mower,monument,False,-1.75
13854,peanut,stable,False,-1.390625
13855,stable,peanut,True,4.3359375
13856,sushi roll,container ship,False,-2.109375
13857,container ship,sushi roll,True,1.828125
13858,tower,donkey,True,4.390625
13859,donkey,tower,False,-1.484375
13860,parade float,planet,False,-3.5
13861,planet,parade float,True,5.2421875
13862,bulldozer,candle,True,2.5
13863,candle,bulldozer,False,-2.28125
13864,mushroom,rice cooker,True,3.796875
13865,rice cooker,mushroom,False,-0.328125
13866,umbrella,bus station,False,-0.546875
13867,bus station,umbrella,True,3.453125
13868,pressure cooker,spaceport,False,-2.15625
13869,spaceport,pressure cooker,True,1.59375
13870,watermelon,goldfish,True,3.5
13871,goldfish,watermelon,False,-1.765625
13872,dolphin,tundra,False,-1.390625
13873,tundra,dolphin,True,2.3125
13874,snail,mixing bowl,False,-2.9375
13875,mixing bowl,snail,True,0.6875
13876,jungle,hand mixer,True,2.703125
13877,hand mixer,jungle,False,-2.484375
13878,laptop,sifaka,False,-1.515625
13879,sifaka,laptop,True,3.375
13880,wire whisk,basketball,False,-0.78125
13881,basketball,wire whisk,True,2.984375
13882,pill bug,football,False,-1.984375
13883,football,pill bug,True,4.609375
13884,rubber band,coati,False,-1.75
13885,coati,rubber band,True,3.65625
13886,province,pizza cutter,True,3.265625
13887,pizza cutter,province,False,-2.21875
13888,clam,watermelon,False,-2.125
13889,watermelon,clam,True,4.2109375
13890,redwood tree,sea slug,True,2.84375
13891,sea slug,redwood tree,False,-2.015625
13892,gorilla,dumpster,True,3.359375
13893,dumpster,gorilla,False,-0.609375
13894,sailboat,mouse,True,1.625
13895,mouse,sailboat,False,-2.921875
13896,crockpot,moon,False,-2.515625
13897,moon,crockpot,True,2.234375
13898,forklift,island,False,-2.859375
13899,island,forklift,True,2.703125
13900,golf ball,humpback whale,False,-2.046875
13901,humpback whale,golf ball,True,2.640625
13902,aardvark,killer whale,False,-1.59375
13903,killer whale,aardvark,True,4.03125
13904,truck,capital building,False,-0.625
13905,capital building,truck,True,4.71875
13906,lawn chair,doctor's office,False,-1.765625
13907,doctor's office,lawn chair,True,2.75
13908,volcano,power pole,True,4.3984375
13909,power pole,volcano,False,-2.375
13910,apartment building,canyon,False,-2.734375
13911,canyon,apartment building,True,3.390625
13912,needle,shelf,False,-1.4375
13913,shelf,needle,True,2.75
13914,river,muffin tin,True,4.5
13915,muffin tin,river,False,-2.609375
13916,country,temple,True,3.640625
13917,temple,country,False,-2.375
13918,great white shark,microwave,True,3.03125
13919,microwave,great white shark,False,-1.984375
13920,tulip,millipede,True,4.4765625
13921,millipede,tulip,False,-1.890625
13922,warehouse,garage,True,5.78125
13923,garage,warehouse,False,-0.65625
13924,continent,sea cucumber,True,3.640625
13925,sea cucumber,continent,False,-3.640625
13926,giraffe,dust mite,True,5.3203125
13927,dust mite,giraffe,False,-4.734375
13928,parade float,stand mixer,True,3.015625
13929,stand mixer,parade float,False,-0.84375
13930,wombat,neon tetra,True,0.796875
13931,neon tetra,wombat,False,-3.90625
13932,surfboard,pea,True,1.421875
13933,pea,surfboard,False,-3.109375
13934,flash drive,sandbox,False,-1.515625
13935,sandbox,flash drive,True,2.140625
13936,paper weight,killer whale,False,-1.21875
13937,killer whale,paper weight,True,4.3203125
13938,zebra,pea pod,True,1.046875
13939,pea pod,zebra,False,-3.171875
13940,kangaroo,goldfish,True,3.578125
13941,goldfish,kangaroo,False,-3.1875
13942,guinea pig,chicken wing,False,-1.53125
13943,chicken wing,guinea pig,True,2.78125
13944,seahorse,tundra,False,-2.296875
13945,tundra,seahorse,True,3.296875
13946,flea,squid,False,-2.328125
13947,squid,flea,True,4.84375
13948,primate,spider,True,2.328125
13949,spider,primate,False,-2.5
13950,staple remover,sea,False,-2.328125
13951,sea,staple remover,True,4.6875
13952,muffin tin,train station,False,-1.9375
13953,train station,muffin tin,True,2.703125
13954,multicellular organism,breadcrumb,True,2.6875
13955,breadcrumb,multicellular organism,False,-1.71875
13956,caterpillar,moon,False,-3.3125
13957,moon,caterpillar,True,4.4296875
13958,mouse lemur,temple,False,-1.046875
13959,temple,mouse lemur,True,2.65625
13960,ocean,highway,True,5.9296875
13961,highway,ocean,False,-0.640625
13962,snake,volcano,False,-1.8125
13963,volcano,snake,True,3.734375
13964,macaque,toaster oven,True,3.03125
13965,toaster oven,macaque,False,-0.953125
13966,plane,playing card,True,5.28125
13967,playing card,plane,False,-0.703125
13968,country,caecilian,True,2.671875
13969,caecilian,country,False,-1.125
13970,kitchen utensil holder,uakari,False,-1.515625
13971,uakari,kitchen utensil holder,True,2.265625
13972,stadium,kitchen cart,True,3.5
13973,kitchen cart,stadium,False,-3.328125
13974,swordfish,opossum,True,3.25
13975,opossum,swordfish,False,-0.6875
13976,rolling pin,post office,False,-1.453125
13977,post office,rolling pin,True,2.1875
13978,grain of sand,lentil,False,-1.71875
13979,lentil,grain of sand,True,2.28125
13980,sea,soap dispenser,True,5.3203125
13981,soap dispenser,sea,False,-3.125
13982,mouse,asteroid,False,-0.703125
13983,asteroid,mouse,True,5.3046875
13984,rocket,large house,True,5.046875
13985,large house,rocket,False,-0.171875
13986,building,oven,True,4.21875
13987,oven,building,False,-3.59375
13988,townhouse,tundra,False,-2.1875
13989,tundra,townhouse,True,3.21875
13990,factory,hand mixer,True,3.421875
13991,hand mixer,factory,False,-1.65625
13992,dune,shrimp,True,2.296875
13993,shrimp,dune,False,-2.5
13994,star,gazebo,True,4.7421875
13995,gazebo,star,False,-1.375
13996,booster rocket,knife,True,3.171875
13997,knife,booster rocket,False,-1.75
13998,Apollo lunar module,townhouse,True,3.21875
13999,townhouse,Apollo lunar module,False,-2.71875
14000,meatball,hippopotamus,False,-1.5
14001,hippopotamus,meatball,True,3.640625
14002,roasting pan,office building,False,-3.25
14003,office building,roasting pan,True,2.71875
14004,chinchilla,star,False,-1.34375
14005,star,chinchilla,True,3.140625
14006,quinoa,ocean,False,-3.5
14007,ocean,quinoa,True,0.84375
14008,forest,bell pepper,True,2.875
14009,bell pepper,forest,False,-2.5625
14010,library,cell phone tower,True,2.859375
14011,cell phone tower,library,False,-1.0
14012,tulip,aircraft carrier,False,-2.59375
14013,aircraft carrier,tulip,True,2.171875
14014,planet,hot pad,True,3.03125
14015,hot pad,planet,False,-3.140625
14016,fly,Hubble space telescope,False,-2.625
14017,Hubble space telescope,fly,True,3.828125
14018,berg,scooter,True,5.03125
14019,scooter,berg,False,-1.203125
14020,pill bug,humans,False,-4.8359375
14021,humans,pill bug,True,3.328125
14022,baboon,snail,True,3.96875
14023,snail,baboon,False,-4.546875
14024,restaurant,crayon,True,2.3125
14025,crayon,restaurant,False,-1.421875
14026,sidewalk,minnow,True,0.890625
14027,minnow,sidewalk,False,-4.0625
14028,lawn chair,capital building,False,-2.71875
14029,capital building,lawn chair,True,4.40625
14030,baking sheet,tree,False,-1.890625
14031,tree,baking sheet,True,5.1328125
14032,cricket,planet,False,-3.625
14033,planet,cricket,True,0.625
14034,sand dollar,forest,False,-2.515625
14035,forest,sand dollar,True,1.578125
14036,smokestack,dune,False,-2.03125
14037,dune,smokestack,True,4.7421875
14038,space station,potato chip,True,1.703125
14039,potato chip,space station,False,-2.34375
14040,bamboo,ping pong ball,True,4.4453125
14041,ping pong ball,bamboo,False,-0.265625
14042,echidna,church,False,-1.015625
14043,church,echidna,True,3.2109375
14044,paper clip,saucepan,False,-1.84375
14045,saucepan,paper clip,True,5.0234375
14046,pressure cooker,quoll,False,-1.640625
14047,quoll,pressure cooker,True,2.515625
14048,factory,sea,False,-2.015625
14049,sea,factory,True,5.3828125
14050,toaster,skink,False,-0.21875
14051,skink,toaster,True,3.6953125
14052,redwood tree,sea anemone,True,2.125
14053,sea anemone,redwood tree,False,-3.09375
14054,shovel,ping pong ball,True,4.640625
14055,ping pong ball,shovel,False,-2.140625
14056,placemat,apple,False,-0.0625
14057,apple,placemat,True,4.328125
14058,bandicoot,planet,False,-4.578125
14059,planet,bandicoot,True,0.6875
14060,ambulance,hot pad,True,2.921875
14061,hot pad,ambulance,False,-1.671875
14062,stove,state building,False,-2.015625
14063,state building,stove,True,3.140625
14064,plankton,giant squid,False,-4.109375
14065,giant squid,plankton,True,0.421875
14066,town,minnow,True,3.671875
14067,minnow,town,False,-3.109375
14068,billboard,pill bug,True,3.0
14069,pill bug,billboard,False,-1.0625
14070,tractor,raccoon,True,2.84375
14071,raccoon,tractor,False,-2.265625
14072,sea,betta,True,2.1875
14073,betta,sea,False,-1.90625
14074,rice cooker,mongoose lemur,False,-0.3125
14075,mongoose lemur,rice cooker,True,3.71875
14076,galaxy,turkey,True,4.78125
14077,turkey,galaxy,False,-1.65625
14078,garage,microwave,True,3.75
14079,microwave,garage,False,-3.890625
14080,sea anemone,blue whale,False,-4.28125
14081,blue whale,sea anemone,True,4.109375
14082,capital building,tortoise,True,4.03125
14083,tortoise,capital building,False,-0.96875
14084,muffin tin,pinhead,True,3.90625
14085,pinhead,muffin tin,False,-1.21875
14086,beetle,state building,False,-1.953125
14087,state building,beetle,True,2.25
14088,football stadium,pygmy mouse lemur,True,2.3125
14089,pygmy mouse lemur,football stadium,False,-4.234375
14090,iguana,railroad,False,-1.15625
14091,railroad,iguana,True,3.7890625
14092,lawn mower,lake,False,-2.859375
14093,lake,lawn mower,True,2.3125
14094,millipede,bonobo,False,-3.8125
14095,bonobo,millipede,True,3.546875
14096,triplex,golf ball,True,4.15625
14097,golf ball,triplex,False,-1.1875
14098,toaster oven,paper clip,True,4.5546875
14099,paper clip,toaster oven,False,-0.109375
14100,car,mouse lemur,True,4.28125
